d ħ p	d ħ p
ʃ ɬ r	w ɬ r
r a ʔ w	r a ʔ
ʃ i k a r	ʃ i k a r
b qˤ l	b qˤ l
k	k
ħ l	ħ a
tˤ ʕ m	tˤ ʕ m
ʔ a p ʕ	ʔ a p ʕ a w
ʃ m ʕ	ʃ m ʕ
ħ i m t	ħ i m a t
k a r i ɬ	k a r i ɬ
ʃ n a t	ʃ i n a t
g j	g a w i ʔ
k m m	k m
ʃ i θ	ʃ i d θ
θ qˤ l	θ qˤ l
w ʃ m t	w ʃ m
p d j	p d j
ʕ a j n	ʕ a j n
ħ sˤ	ħ θˤ θˤ
w aː i l	w aː b i l
p ʃ r	p ʃ r
ʃ z	gʷ a z
sˤ a r sˤ a r	sˤ a r sˤ a r
a r aː n	k a r a θ
ʕ i ɬ r	ʕ i ɬ r uː
θ i d	θ a qˤ i d
ʔ a ʃ l	ʔ a ʃ a l
b i n t	b i n t
ɬ a p a t	ɬ p
w qˤ d	w qˤ d
k a b	k a b ɬ
k r s i ʕ	k u r s ʕ
ʔ a θ a r	ʔ a θ a r
ɣ l	ɣ z aː l
θ a p r	θ a p r
ħ a qˤ l	ħ a qˤ l
j a r b	j a r b ʕ
g r d	g r d
r ʕ t	r u ɣ w a t
p qˤ d	p qˤ d
a b b	g a b b
p r r	p r r
p a ħ m	p ħ m
k a t a p	k a t i p
qˤ a m ħ	qˤ a m ħ
ɬ m	ɬ m
r ʔ ʃ	r a ʔ ʃ
b n	b a j n
k d	k i ʃ aː d
r b w	r b j
ð	z iː z
s m s m	ʃ u m ʃ u m
l	p l ħ
r ħ t	r aː ħ a t
m qˤ	m qˤ
ɣ d r	ɣ d r
d	tˤ a ɣ
p a r	p a r ɬˤ
n a k p a t	n a k a p a t
ʃ i p p	ʃ p p
ɣ p r	ɣ p r
b u tˤ m	b u tˤ m
r	z w r
ʔ aː j t	ʔ a j a t
ʔ a n t u m	ʔ a n t u m u
ʔ d a m	ʔ d m
ħ b tˤ	ħ b tˤ
k s l	k s l
x ɬ j s a t	ħ b ɬₓ
ɣ ɣ a b	ɣ a
ɬ r p	ɬ r b
n ʕ r	n ʕ r
ð b l	z b l
ʃ m	ʃ u m u
ɬˤ ʕ n	θˤ ʕ n
l a w	l aː
ʔ a n p	ʔ a n p
d l w	d l w
sˤ a l m	θˤ l m
ʔ a n t i n	ʔ a n t i n a
m x r	m x r
tˤ a j j b	tˤ j b
m w z m	w z n
k	k b s
m a ʕ j	m ʕ a j
l l a t	g l g l a t
ɬ a d	ɬ a d a w
t i ʃ ʕ	t i ʃ ʕ
d j n	d j n
g p p	g a p p
r ħ	r ħ ɬˤ
ʔ i l	ʔ i l
r a d	r a ʕ d
n a sˤ a sˤ	n a
s a l w	l w
p r g	p a r g
g r w	g uː r
qʷˤ	qˤ aː ʕ
s i n n t	s n uː n a t
d θ	d w ʃ
l w j	l w j
n i m r	n a m i r
r m	r m
n r	n w r
m a ʃ k	m a ʃ k
j ʃ r	j ʃ r
n m	n w m
k a m	k m a
b k r	b k r
d a ʔ j a t	d a ʔ j
j	ʕ s b
ʔ a z r	ʔ a z
ħ a ɬ a	ħ a ɬ j
p a r ʔ	p a r ʔ
b a qˤ	b h qˤ
ħ r l l	ħ r b
x a n n a t	x n z z
b r j	b r j
ɬ m	ɬ j m
x l sˤ	l x sˤ
ħ m tˤ tˤ	ħ m tˤ
ʔ a l	ʔ a j l
n qˤ	ʕ n qˤ
g g	g uː g
b a qˤ qˤ	b a qˤ qˤ
g x	g b x
ħ k k	ħ k k
x n	ħ a n n
l x	l i
p a r r	p a r r
ʔ a ħ a d	ʔ a ħ a d
tˤ b ħ	tˤ b ħ
s u r m	s u r m
j r j	w r j
qˤ ʔ	qˤ a j ɬ
p	p s ħ
ʔ r t	ʔ i r a t
d l l	d l l
p a r ʕ	p a r ʕ
ɣ l p	ɣ l p
qˤ r	k a
d aː d	d aː d
sˤ ɣ	sˤ b ɣ
m n	m iː n
b r qˤ	b r qˤ
ɣ r i b	ɣ aː r i b
p r ʃ	p r s
ð a b	ð b b
b qˤ l	b qˤ l
g ɬ	g ɬ ʕ
d aː r	d w r
qˤ n	k w n
b l tˤ	b l tˤ
n a p i j j	n p j
h d a d	h a d a d
j d ʕ	w d ʕ
l i b b	l i b b
n p x	n p x
tˤ iː n	tˤ iː n
qˤ u d m	qˤ d m
ʔ m	w
i sˤ a	ʕ θˤ aː j
ʃ t j	ʃ t j
m ɬ j	m ɬ
θ b r	θ b r
sˤ a b j	θˤ a b j
n a b l t	n a b i l a t
ʕ a p a r	ʕ a p a r
ʔ d	j a d
l i ʃ a w n	l i ʃ aː n
p l g	p l g
ʃ p l	ʃ p l
w k l	w k l
l ʃ	l ħ ʃ
ʔ θ k aː l	ʔ θ k aː l
m a ʔ n a t	m n
n a m r t	n m r
p ħ l	p a ħ l
sˤ r	ʕ sˤ sˤ uː r
ɬ a p a t	ɬ a p a t
d b aː	ð
d b s	g b ʃ
p i ʔ t	p i ʔ a t
n ʃ	n ʃ
ɬ a m	ɬ a ħ m
h l a l	h l l
k u l	k a l
ʕ	ʕ m s
sˤ r r	θˤ r r
ʔ d m	ʔ t m
s n	θ n
g n n	g n n
r ʕ	r ʕ w
ɣ a ʃ	ʕ a w
k r b	k r b
ð ʕ t	ð ʕ a t
b k j	b k j
j a m	j a w m
r k b	r k b
ʃ u r n	ʃ u
g m r	g m r
ɬ r m	ɬ r m
tˤ ħ n	tˤ ħ n
ʔ d a m	d h m
ʃ i θ n	θ i n aː
qˤ l l	qˤ l ħ
r ʃ ʕ a	r ʃ ʕ
ʃ	ʃ u
m a θ l	m θ l
l a m a	l a m θˤ
qˤ i θ θ ʔ	qˤ θ ʔ
p r ʕ	p a r ɣ
ð m r	z m r
h iː j	ʃ i
k i l	k i l ʔ
x a s s	ħ a s iː s
ʔ a n θ	ʔ a n θ a t
b r i k	b i
w a r qˤ	w r qˤ
ʃ b t	ɬₓ b a j
t i l i ʕ	t a w l i ʕ a t
s a m k	s m k
ʃ a t	ʃ i t
l a n	l a b b
ɬˤ p	ʕ ɬˤ p
ʃ m m	ʃ
p l i j	p l
b r	b ɬ r
qˤ a l b	qˤ a l b
p t ħ	p t ħ
x z iː r	x z iː r
ð i b l	z i b l
ʔ n ʃ	ʔ n ʃ
m u ʃ	m u ʃ j
p l	p l ħ
qˤ a qˤ a d	qˤ d qˤ d
qˤ n n a t	qˤ i n n
ʃ a b ʕ	ʃ a b ʕ
ʃ a m aː j	ʃ a m a j
qˤ d ʃ	qˤ d ʃ
x l qˤ	x l qˤ
p s	p ʃ w
qˤ	k s
b j t	b j t
r g m	r g m
b r ʃ	b u r aː θ
w θ b	w θ b
w a r i k	w a r i k
θ a r b	θ a r b
ɬˤ m d	ɬˤ m d
θ m	θ uː m
m t	m u t
ð i ʔ b	ð i ʔ b
ʔ b m	b h n
ʕ g l	ʕ i g w a l
ʔ x z	ʔ x ð
ħ w	ħ u b b
l a j l	l a j l i j
ʕ ʃ t	ʕ a ʃ t
d r	d w r
ʔ a r m	ɬ r m
ʔ j j	ʔ a j j
k s m	k s m
ʔ w m	h m
tˤ r d	tˤ r d
r a qˤ qˤ	r a qˤ qˤ
ʕ a m	ʕ a θˤ m
m t	m w t
p w qˤ	p w qˤ
w a r i d	w a r iː d
b r	b k r
ʃ j l	x l
qˤ a n	qˤ a n a j
qʷˤ	qˤ r b
ħ s	ħ p ɬ
m i n a n	m n
p r m	p r m
ʔ n ħ n	n i ħ n u
b u l l	b l
ʃ l	ʔ b l
ɣ u r l	ɣ u r l
n x l	n x l
i m r ʔ	m a r ʔ
r qˤ ħ	r qˤ ħ
ð k r	ð k r
r a ħ a j	r i ħ a j
h l k	h l k
ɣ p r	ɣ a p a r
n ʕ aː m t	n u
ɬˤ t	sˤ ħ w
x r d w	ħ r d
ð j	ð k j
ð a qˤ a n	ð a qˤ a n
s l	ʃ l
ɬ m ʔ aː l	ɬ a m ʔ aː l
ħ u p n	ħ u p n
k a b a d	k a b i d
ʔ a r	ʔ a r ɬˤ
ʃ aː	g b
ʃ m a	ɬₓ m a t
n	n aː b
l	t l ʕ
ʔ b ʕ t	b ʕ b ʕ
ʔ	ʔ a j a sˤ
ʔ i r b j	ʔ a
ð iː z	z iː ð
ɬ b r	ɬ b r
ħ i l ʔ	ħ i l
ɬ m x	ɬ m x
ʔ u ð n	ʔ u ð n
ɣ r n	ɣ r n
b l l	b l l
b a t a	p
l	p l k
ʔ a z	ʔ a
b n	b i k a j
n a x r	n a x iː r
ħ l t	ħ l p
p t l	p t l
p t x	p t x
ʃ l qˤ	ʃ l qˤ
k m r	k m r
l a b	l a h b
ʃ a p i l	ʃ a p uː
ʔ a p	ʔ a n a p a t
n j k	n j k
qˤ m sˤ	qˤ j sˤ
ʔ d m qˤ	d m qˤ
qˤ d ħ	qˤ d ħ
ɬ j x	ɬ j x
ʃ l	ɬ a l aː θ
n a x a l	n a x l
k r m	k r m
r b ɬˤ	r b ɬˤ
sˤ a r	θˤ a h r
s	s aː
qˤ b a t	qˤ b a t
r r	ʕ u
k i p p a	k p
r d ʔ	r d ʔ
ʔ a s a r	ʔ s r
θ r	θ a w r
p a	p a j
ʃ a ħ r	ʃ a ħ r
ɬ b ʕ a	ɬ b ʕ
d i r	d r d r
ɬ a p	ɬ a j p
x l ʃ	x l ʃ
ʔ r	ʔ b r
d a r d a r	d a r d a r
m r	m u h r
ħ l sˤ	ħ l sˤ
qˤ p	qˤ a p j
t i l l	t l l
g d d	g d d
ʔ θ l	ʔ a θ l
x r ʃ	x r ʃ
m a l i ʔ	m l ʔ
ʔ a r ʔ a j	ʔ r aː w
ħ m m	ħ m m
j ʕ r	w
t x x	t x x
ʔ a m a t	ʔ a m m a t
tˤ j r	tˤ a j r
g i ʔ ɬ	g i ɬ ɬ
n a ħ l	n ħ l
x tˤ tˤ	x tˤ tˤ
b ʔ ʃ	b ʔ ʃ
b a θ a n	b a θ a n
m a t n	m a t n
ɬ j b	ɬ j b
ʔ i ʃ k	ʔ i
θ a l g	θ a l g
ð r ʔ	ð a r ʔ
qˤ r b	qˤ r b
ɬˤ a b ʕ	ɬˤ b ʕ
l d	l a ʃ d
ʕ a l	ʕ a l a j
tˤ i ħ aː l	tˤ i ħ aː l
ɣ tˤ	ɣ b tˤ
d i b r	d a
d r	d r s
ʔ b r	ʔ a
t b	t b ʕ
ʃ l	ʃ l k
ʔ a n t a	ʔ a n t a
k a k a b	k a b k a b
r qˤ qˤ	r qˤ qˤ
ʔ a j j a l	ʔ a j j a l
ʃ tˤ r	ʃ tˤ r
ʔ i m i r	ʔ i m m a r
ʕ m qˤ	ʕ m qˤ
k a l b	k a l b
b a sˤ sˤ	b ɬˤ ɬˤ
r b k	r b k
l a x m	l x m
l b ʃ	l b ʃ
p r ɣ ʕ	p r ɣ θ
ʕ b qˤ n	ʕ a b a qˤ
n ɣ r	n ɣ r
d a w	d w j
b ɣ j	b ɣ j
ð a n z r	z a r z iː
b l j	b l j
ħ a m t	ħ a m aː t
l a qˤ l a qˤ	l a qˤ l a qˤ
p a r r t	p a ʔ r
ʔ a x	ʔ a x
h	ʃ u
d i b ʃ	d i b ʃ
ʔ k l	ʔ k l
w a l a d	w l d
ħ a l a ʔ	ħ
p sˤ d	p sˤ d
ɬˤ i l a ʕ a	ɬˤ i l a ʕ
ɣ tˤ	ɣ tˤ w
ɬ a p p r	ɬ p r
r a ħ i m	r a ħ i m
ʃ l p p	ʃ a l a ħ p a w
d qˤ qˤ	d qˤ qˤ
sˤ i b i t j	sˤ b w
d r	h d r
t a r	t r r
θ a l	θ l
ʃ a n a t	ʃ a n a t
ʕ l j	ʕ l j
ʔ a p a j	ʔ p j
b ɬˤ r	b ɬˤ r
m aː j	m a j
ɬˤ l l l	sˤ l
m i r r t	m r r a t
x i l p	x i l aː p
p a r	p a r r
b t	b w θ
s k t	ʃ k t
n a p ɬ	n a p ʃ
ʔ l	ʔ a θ a l
ʔ ɬ d	ʔ i ʃ d
l a θ ɣ	l a θ a ɣ
b r	b u r ʕ
b n	b i n
ʃ a l ħ	ʃ l ħ
ʔ m r	ʔ m r
ʔ r n	ʔ n a r
k r k i j j	k u r k i j
g m d	k m d
ʔ g a b r	ʕ a k b a r
m ʔ a t	m i ʔ a t
θ ʕ l	θ ʕ l
b r	b n θˤ u r
ʃ ʕ a	θ ʕ j
p r tˤ	p r tˤ
ɬ u r a n	θ r m iː n
qˤ u tˤ r	qˤ tˤ r
ʕ z	ʕ z
p r p r	p r p r
r ħ m	r ħ m
ʃ r qˤ	ʃ r qˤ
k a p a l t	k a p l
ʃ i n a	ʃ i n a
qˤ l i p t	qˤ l p a t
x	x ɬ p
ʃ u ʕ aː l	ʃ ʕ l
sˤ p r	θˤ i p r
b ʔ	b w ʔ
x tˤ r	x u tˤ r
ħ m θ	ħ a m θ
b a ʃ l	b ʃ l
ʔ r	ʕ a r w
qˤ a r n	qˤ a r n
p i qˤ qˤ ʕ	p qˤ ʕ
k b r	k b r
p r k	p r k
ʃ l a	θ b l
ʔ a b n	ʔ a b n
ɬˤ a r ʕ	ɬˤ r ʕ
g r d	g r ð
ʔ a l m a n a t	ʔ a l m a n a t
l p a	l p ʔ
qˤ r d	qˤ r d
ʔ n x r	n x r
l θ	l w ʃ
d a θ ʔ j j	d a θ ʔ
d i m a t	d i m
ħ a m	ħ a m
r d	r d j
n b	n ʃ b
ð qˤ p	z qˤ p
qˤ a r qˤ a r	qˤ a r qˤ a r
ʃ x n	ʃ x n
ʔ a r n a b	ʔ a r n a b
ħ a b l	ħ a b l
l i ʔ m	l ʔ m
ɣ u l l	ɣ u l l
ð a p p	z a p p
t i h aː m	t i h aː m
h r j	h r j
g l	g i l ʕ
m r ɬˤ	m r ɬˤ
qˤ i sˤ a l l	qˤ r s
ʔ i r	ʔ i b r a t
t a m r	t a m a r
x l	ħ i l
ʕ a t d	ʕ a t uː d
x r ʃ	x r ʃ
ʔ a n	ʔ a n aː k u
ʔ r b j j t	r b j
ħ z w	ħ ð j
x r sˤ	x a r uː sˤ
ħ r a ʃ	ħ r ʃ
a θ n	θ j n
ɬ a m ʃ	ɬ a m ʃ
sˤ i l l	θˤ i l l
ʕ a d	ʕ a d a j
qˤ qˤ a	qˤ a ʔ
k p	k s p
ħ m ɬˤ	ħ m ɬˤ
b a r qˤ	b a r a qˤ
p l ʃ	p l ʃ
g l p a t	g l p a t
n θˤ r	n θˤ r
h w j	h w j
ʃ a m n	ʃ a m n
j a m n	j a m n
l ħ j t	l ħ j a t
x a m ʃ	x a m ʃ
ʔ tˤ m	tˤ m m
ʃ ʔ b	ʃ ʔ b
l qˤ ħ	l qˤ ħ
x a r p	x r p
ʔ n	ʔ w j
b	b t t
b a r m	b r m
n a p ʃ	n a p a
w a r x	w a r x
ʕ ɬˤ	ʕ i ɬˤ
b l	b h l
x tˤ t	ħ i n tˤ a t
b ʕ r	b ʕ r
ħ d d	ħ d d
ʔ r ʃ	ʔ r ʃ
ʕ a qˤ i b	ʕ a qˤ i b
ɬˤ m ʔ	θˤ m ʔ
b tˤ l	b tˤ l
ʃ r w	ʃ r j
m ʔ d	m ʔ d
ʔ a r x	ʔ a r x
k a l a t	k a l l a t
ħ m m d	ħ m m
m r	n sˤ r
w r d	w r d
n b	n uː b
ɬ a ʃ r	ɬ a h r
p a ʔ ʃ	p a ʔ ʃ
p iː l	p iː l
ʔ m d n	m d iː n
m r ʔ	m r ʔ
n qˤ b	n qˤ b
p a n j	p a n
ɬ a j b t	ɬ a j b a t
ʕ l a qˤ	ʕ a l a
ɬ ɬ r	ɬ r ɬ uː r
s	s ħ
d a j d	d d
ʔ a m t	ʔ a m a t
b ħ r	b ħ r
ɬˤ ʔ ɬˤ a ʔ	w ɬ ʔ̣
ʔ m m	ʔ i m m
n	n
p a x r	p x r
x iː j l	x j l
g a r a b	g a r a b
n ɬ ʔ	n ɬ ʔ
b r r	b r r
b a ʕ l	b a ʕ l
ð n a b	ð a n a b
ɣ r b j	ʕ r b
ʕ i n z	ʕ n z
b tˤ ħ	b tˤ ħ
n ʃ qˤ	n ʃ qˤ
ħ a a t	x a m
ʔ a r m	ʔ a r m
ħ l qˤ	ħ l qˤ
p r j	p r j
b a t l	b a t uː l
ʕ a r ʕ a n	ʕ a r ʕ a r
a l m	ʃ l m
ð aː a	ð
n ʃ p	n ʃ p
ʕ m d	ʕ m d
ɣ r	ɣ aː r
ʔ ʃ	ʔ i ʃ
ħ a r g i l	ħ a r g a l
n a h r	n a h r
k b	k b w
ʔ a t aː n	ʔ a t aː n
p ʕ m	p a ʕ m
b a r sˤ	b r sˤ
qˤ qˤ n	qˤ qˤ n
ʔ x r	ʔ x r
ʃ	ʃ g ʕ
m a r r	m r r
ʔ	ʔ i ʃ
k a	k
s k r	s k r
p r ɬˤ	p r ɬˤ
b a l	b l
ʕ b	ʕ ð b
ɬˤ b tˤ	ɬˤ b tˤ
h ð ʔ	h ð j
m a n	m a n n
k n a	k m
ʃ b l t	ʃ u b u l a t
ħ i m aː r	ħ i m aː r
